model_1,model_2,dimension,wasserstein
configuration_model_3,configuration_model_19,1,39.55634918610405
configuration_model_3,configuration_model_19,2,31.698484809834987
configuration_model_3,configuration_model_20,0,47.0
configuration_model_3,configuration_model_20,1,46.59140703682715
configuration_model_3,configuration_model_20,2,47.961940777125555
configuration_model_3,configuration_model_21,0,147.8147545195113
configuration_model_3,configuration_model_21,1,38.6919121002155
configuration_model_3,configuration_model_21,2,15.313708498984763
configuration_model_3,configuration_model_22,0,40.0
configuration_model_3,configuration_model_22,1,43.94112549695427
configuration_model_3,configuration_model_22,2,16.970562748477143
configuration_model_3,configuration_model_23,0,147.10764773832474
configuration_model_3,configuration_model_23,1,36.5137665153422
configuration_model_3,configuration_model_23,2,35.819805153394626
configuration_model_3,configuration_model_24,0,18.0
configuration_model_3,configuration_model_24,1,43.455844122715696
configuration_model_3,configuration_model_24,2,31.041630560342604
configuration_model_3,enhanced_configuration_model_0,0,5952.8477195620835
configuration_model_3,enhanced_configuration_model_0,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_0,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_1,0,6141.787365762623
configuration_model_3,enhanced_configuration_model_1,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_1,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_2,0,6083.026435112274
configuration_model_3,enhanced_configuration_model_2,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_2,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_3,0,6209.962509975346
configuration_model_3,enhanced_configuration_model_3,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_3,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_4,0,4733.691552395619
configuration_model_3,enhanced_configuration_model_4,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_4,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_5,0,6467.198620732163
configuration_model_3,enhanced_configuration_model_5,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_5,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_6,0,6467.198620732163
configuration_model_3,enhanced_configuration_model_6,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_6,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_7,0,5946.6822618681135
configuration_model_3,enhanced_configuration_model_7,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_7,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_8,0,1932.314680181121
configuration_model_3,enhanced_configuration_model_8,1,193.74725804511405
configuration_model_3,enhanced_configuration_model_8,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_9,0,6081.198007987528
configuration_model_3,enhanced_configuration_model_9,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_9,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_10,0,3625.3709550288395
configuration_model_3,enhanced_configuration_model_10,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_10,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_11,0,5754.670796284488
configuration_model_3,enhanced_configuration_model_11,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_11,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_12,0,6146.080258981437
configuration_model_3,enhanced_configuration_model_12,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_12,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_13,0,4558.0656146940655
configuration_model_3,enhanced_configuration_model_13,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_13,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_14,0,6467.198620732163
configuration_model_3,enhanced_configuration_model_14,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_14,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_15,0,4277.172649687753
configuration_model_3,enhanced_configuration_model_15,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_15,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_16,0,5111.913990547204
configuration_model_3,enhanced_configuration_model_16,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_16,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_17,0,2285.5163030525373
configuration_model_3,enhanced_configuration_model_17,1,196.084928237315
configuration_model_3,enhanced_configuration_model_17,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_18,0,2746.9433226683695
configuration_model_3,enhanced_configuration_model_18,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_18,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_19,0,6080.905114768715
configuration_model_3,enhanced_configuration_model_19,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_19,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_20,0,3449.355004848921
configuration_model_3,enhanced_configuration_model_20,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_20,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_21,0,3644.3207024971452
configuration_model_3,enhanced_configuration_model_21,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_21,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_22,0,6467.198620732163
configuration_model_3,enhanced_configuration_model_22,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_22,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_23,0,5823.3761107930795
configuration_model_3,enhanced_configuration_model_23,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_23,2,62.93250352560275
configuration_model_3,enhanced_configuration_model_24,0,6273.551867750441
configuration_model_3,enhanced_configuration_model_24,1,191.62593770155445
configuration_model_3,enhanced_configuration_model_24,2,62.93250352560275
_hidalgo_disparity_filtration.csv,configuration_model_4,0,677.7005768508881
_hidalgo_disparity_filtration.csv,configuration_model_4,1,214.4315469933758
_hidalgo_disparity_filtration.csv,configuration_model_4,2,63.63961030678929
configuration_model_4,configuration_model_5,0,218.40411229460642
configuration_model_4,configuration_model_5,1,41.157475345595586
configuration_model_4,configuration_model_5,2,2.8284271247461903
configuration_model_4,configuration_model_6,0,214.1614716074871
configuration_model_4,configuration_model_6,1,38.97056274847714
configuration_model_4,configuration_model_6,2,19.09188309203679
configuration_model_4,configuration_model_7,0,216.1614716074871
configuration_model_4,configuration_model_7,1,44.9214073680958
configuration_model_4,configuration_model_7,2,17.020815280171313
configuration_model_4,configuration_model_8,0,213.40411229460642
configuration_model_4,configuration_model_8,1,37.31370849898477
configuration_model_4,configuration_model_8,2,17.970562748477146
configuration_model_4,configuration_model_9,0,77.17514421272202
configuration_model_4,configuration_model_9,1,45.71930009000629
configuration_model_4,configuration_model_9,2,11.485281374238571
configuration_model_4,configuration_model_10,0,212.1614716074871
configuration_model_4,configuration_model_10,1,59.61331946831125
configuration_model_4,configuration_model_10,2,61.51828996322958
configuration_model_4,configuration_model_11,0,143.10764773832474
configuration_model_4,configuration_model_11,1,53.91048679885722
configuration_model_4,configuration_model_11,2,76.36753236814705
configuration_model_4,configuration_model_12,0,12.0
configuration_model_4,configuration_model_12,1,44.28536839877472
configuration_model_4,configuration_model_12,2,26.455844122715718
configuration_model_4,configuration_model_13,0,147.10764773832474
configuration_model_4,configuration_model_13,1,68.42640687119284
configuration_model_4,configuration_model_13,2,37.35533905932735
configuration_model_4,configuration_model_14,0,141.10764773832474
configuration_model_4,configuration_model_14,1,54.57663626343504
configuration_model_4,configuration_model_14,2,49.49747468305828
configuration_model_4,configuration_model_15,0,148.35028842544403
configuration_model_4,configuration_model_15,1,53.94112549695427
configuration_model_4,configuration_model_15,2,10.36396103067893
configuration_model_4,configuration_model_16,0,294.2152954766495
configuration_model_4,configuration_model_16,1,48.941125496954264
configuration_model_4,configuration_model_16,2,31.81980515339461
configuration_model_4,configuration_model_17,0,155.93607486307096
configuration_model_4,configuration_model_17,1,47.476659402887
configuration_model_4,configuration_model_17,2,17.970562748477146
configuration_model_4,configuration_model_18,0,273.286363288515
configuration_model_4,configuration_model_18,1,36.405591591021555
configuration_model_4,configuration_model_18,2,26.748737341529154
configuration_model_4,configuration_model_19,0,226.40411229460642
configuration_model_4,configuration_model_19,1,38.698484809835
configuration_model_4,configuration_model_19,2,37.76955262170045
configuration_model_4,configuration_model_20,0,163.10764773832474
configuration_model_4,configuration_model_20,1,31.09188309203679
configuration_model_4,configuration_model_20,2,55.15432893255065
configuration_model_4,configuration_model_21,0,276.4579361637688
configuration_model_4,configuration_model_21,1,25.72792206135786
configuration_model_4,configuration_model_21,2,24.213203435596427
configuration_model_4,configuration_model_22,0,152.10764773832474
configuration_model_4,configuration_model_22,1,50.25483399593902
configuration_model_4,configuration_model_22,2,22.79898987322333
configuration_model_4,configuration_model_23,0,273.2152954766495
configuration_model_4,configuration_model_23,1,35.39901888140206
configuration_model_4,configuration_model_23,2,40.476659402887
configuration_model_4,configuration_model_24,0,140.10764773832474
configuration_model_4,configuration_model_24,1,42.798989873223334
configuration_model_4,configuration_model_24,2,35.69848480983499
configuration_model_4,enhanced_configuration_model_0,0,5812.840576887148
configuration_model_4,enhanced_configuration_model_0,1,203.6467529817258
configuration_model_4,enhanced_configuration_model_0,2,63.63961030678929
configuration_model_4,enhanced_configuration_model_1,0,6001.780223087686
configuration_model_4,enhanced_configuration_model_1,1,203.6467529817258
configuration_model_4,enhanced_configuration_model_1,2,63.63961030678929
configuration_model_4,enhanced_configuration_model_2,0,5943.019292437337
configuration_model_4,enhanced_configuration_model_2,1,203.6467529817258
configuration_model_4,enhanced_configuration_model_2,2,63.63961030678929
configuration_model_4,enhanced_configuration_model_3,0,6069.955367300408
